Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
response to metal ion (GO:0010038)	3/72	0.018755781282920856	0.35058883474998215	0	0	5.3418803418803416	21.24066901176335	FGA;FGG;THBS1
neuron projection extension (GO:1990138)	2/28	0.02000940628139407	0.37265693523340854	0	0	9.157509157509157	35.82008060367619	NRP1;SEMA3F
neural crest cell migration (GO:0001755)	2/28	0.02000940628139407	0.3713018191052871	0	0	9.157509157509157	35.82008060367619	NRP1;SEMA3F
regulation of lipid biosynthetic process (GO:0046890)	2/28	0.02000940628139407	0.36995652265925344	0	0	9.157509157509157	35.82008060367619	C3;APOA1
cGMP metabolic process (GO:0046068)	2/28	0.02000940628139407	0.3686209395449601	0	0	9.157509157509157	35.82008060367619	NPR1;NPPA
positive regulation of phosphate metabolic process (GO:0045937)	2/28	0.02000940628139407	0.36729496494228037	0	0	9.157509157509157	35.82008060367619	NRP1;THBS1
positive regulation of sprouting angiogenesis (GO:1903672)	2/28	0.02000940628139407	0.3659784955338851	0	0	9.157509157509157	35.82008060367619	HMOX1;VEGFA
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	2/28	0.02000940628139407	0.36467142947840697	0	0	9.157509157509157	35.82008060367619	THBS1;AGT
positive regulation of fibroblast proliferation (GO:0048146)	2/28	0.02000940628139407	0.36337366638417773	0	0	9.157509157509157	35.82008060367619	IGF1;AGT
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	4/133	0.020437002886116017	0.36982278626897175	0	0	3.85579332947754	15.000609810046683	IGHG3;IGHG4;IGHG1;IGKC
retinoid metabolic process (GO:0001523)	3/75	0.020881234951626984	0.37652629667191695	0	0	5.128205128205129	19.840535243712022	SDR16C5;GPC3;APOA1
Fc-gamma receptor signaling pathway (GO:0038094)	4/134	0.020941678591967584	0.3762865699113049	0	0	3.827018752391887	14.795307748823062	IGHG3;IGHG4;IGHG1;IGKC
positive regulation of multicellular organismal process (GO:0051240)	5/202	0.021216425592652247	0.3798856835063313	0	0	3.1733942625031735	12.227023372665618	SERPINB3;NPR1;ALOX12B;LBP;AGT
negative regulation of epithelial cell apoptotic process (GO:1904036)	2/29	0.02138302547969631	0.3815299965835324	0	0	8.841732979664014	33.99785918292438	FGA;FGG
semaphorin-plexin signaling pathway (GO:0071526)	2/29	0.02138302547969631	0.38020062377313685	0	0	8.841732979664014	33.99785918292438	NRP1;SEMA3F
negative regulation of lymphocyte proliferation (GO:0050672)	2/29	0.02138302547969631	0.378880482718369	0	0	8.841732979664014	33.99785918292438	ARG1;SFTPD
Fc receptor mediated stimulatory signaling pathway (GO:0002431)	4/135	0.02145396195477277	0.37882203410105686	0	0	3.7986704653371324	14.593906720410434	IGHG3;IGHG4;IGHG1;IGKC
aminoglycan metabolic process (GO:0006022)	2/30	0.022794732213180412	0.40110868442710224	0	0	8.547008547008547	32.31816934186251	GPC3;DCN
artery morphogenesis (GO:0048844)	2/30	0.022794732213180412	0.3997303040682462	0	0	8.547008547008547	32.31816934186251	NRP1;VEGFA
cyclic purine nucleotide metabolic process (GO:0052652)	2/30	0.022794732213180412	0.3983613646707522	0	0	8.547008547008547	32.31816934186251	NPR1;NPPA
negative regulation of inflammatory response (GO:0050728)	3/78	0.023133534900595665	0.4029024866817054	0	0	4.930966469428008	18.57234707541033	MMP26;APOA1;ELANE
response to calcium ion (GO:0051592)	3/79	0.023912501803510827	0.41505270987522364	0	0	4.868549172346641	18.176016887996646	FGA;FGG;THBS1
negative regulation of defense response (GO:0031348)	3/80	0.024705563556994936	0.4273643756994751	0	0	4.8076923076923075	17.791955843700165	MMP26;APOA1;ELANE
sister chromatid segregation (GO:0000819)	2/32	0.025729737743603445	0.4435772017081364	0	0	8.012820512820513	29.327787222527768	MIS12;NUSAP1
positive regulation of protein secretion (GO:0050714)	3/82	0.026333939539162427	0.45246496117288165	0	0	4.690431519699812	17.058614891996577	FGA;FGG;IGF1
protein maturation (GO:0051604)	3/83	0.027169231042115542	0.4652502886171665	0	0	4.633920296570899	16.70838812636691	ASPRV1;CTSS;PCSK4
positive regulation of cell-cell adhesion (GO:0022409)	2/33	0.02725172120722962	0.46510211812873825	0	0	7.770007770007771	27.99252988577746	FGA;FGG
negative regulation of multi-organism process (GO:0043901)	2/33	0.02725172120722962	0.4635517777349758	0	0	7.770007770007771	27.99252988577746	TIMP1;LTF
positive regulation of cell-matrix adhesion (GO:0001954)	2/33	0.02725172120722962	0.46201173860628814	0	0	7.770007770007771	27.99252988577746	NRP1;VEGFA
platelet aggregation (GO:0070527)	2/33	0.02725172120722962	0.4604818984122276	0	0	7.770007770007771	27.99252988577746	FGA;FGG
positive regulation of catalytic activity (GO:0043085)	2/33	0.02725172120722962	0.4589621561732433	0	0	7.770007770007771	27.99252988577746	IGF2;APOA1
skeletal system development (GO:0001501)	4/146	0.02759806616556973	0.4632662225095472	0	0	3.5124692658939236	12.60979829707997	IGFBP4;AHSG;IGF2;IGF1
regulation of mitotic nuclear division (GO:0007088)	3/84	0.0280185720484748	0.46878286283071113	0	0	4.5787545787545785	16.368533430582872	NUSAP1;IGF2;IGF1
negative regulation of T cell activation (GO:0050868)	2/34	0.02880916137800938	0.4804351323920976	0	0	7.541478129713424	26.750089283720165	ARG1;SFTPD
positive regulation of exocytosis (GO:0045921)	2/34	0.02880916137800938	0.47887019710743284	0	0	7.541478129713424	26.750089283720165	FGA;FGG
negative regulation of endothelial cell migration (GO:0010596)	2/34	0.02880916137800938	0.4773154237402009	0	0	7.541478129713424	26.750089283720165	THBS1;DCN
negative regulation of canonical Wnt signaling pathway (GO:0090090)	4/148	0.028816690431056315	0.47589505265268733	0	0	3.4650034650034653	12.289676129057908	IGFBP1;IGFBP4;IGFBP2;IGFBP6
negative regulation of cell-substrate adhesion (GO:0010812)	2/35	0.030401420170137482	0.5004466036393922	0	0	7.326007326007326	25.5916919819647	PLG;THBS1
negative regulation of epithelial cell migration (GO:0010633)	2/35	0.030401420170137482	0.49883745057302753	0	0	7.326007326007326	25.5916919819647	THBS1;DCN
negative regulation of tumor necrosis factor production (GO:0032720)	2/35	0.030401420170137482	0.4972386125904217	0	0	7.326007326007326	25.5916919819647	ARG2;LBP
positive regulation of osteoblast differentiation (GO:0045669)	2/35	0.030401420170137482	0.4956499908249571	0	0	7.326007326007326	25.5916919819647	IGF1;LTF
regulation of MAP kinase activity (GO:0043405)	3/87	0.030650701627803846	0.49812270830153826	0	0	4.420866489832007	15.407160589095126	CDK5RAP3;ELANE;VEGFA
epithelial cell migration (GO:0010631)	2/36	0.032027867169825835	0.5188514481511786	0	0	7.122507122507122	24.509607593264903	NRP1;PRSS3
cell-matrix adhesion (GO:0007160)	3/90	0.033408489653588044	0.5395048186780373	0	0	4.273504273504273	14.52540696603808	FGA;FGG;LYVE1
positive regulation of response to external stimulus (GO:0032103)	3/90	0.033408489653588044	0.5378029107326807	0	0	4.273504273504273	14.52540696603808	PLG;THBS1;AGT
positive regulation of stress fiber assembly (GO:0051496)	2/37	0.03368787958106505	0.5405951242206759	0	0	6.930006930006931	23.49700043426123	NRP1;APOA1
homotypic cell-cell adhesion (GO:0034109)	2/38	0.03538084211908309	0.5659825621745487	0	0	6.747638326585695	22.54780558982168	FGA;FGG
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	7/396	0.035981603867755035	0.5737941391786061	0	0	2.266252266252266	7.5347164994964375	NRP1;IGF2;VEGFB;PLAT;IGF1;PGF;VEGFA
positive regulation of cellular biosynthetic process (GO:0031328)	4/159	0.03608624018307596	0.5736700425365627	0	0	3.225286244154169	10.71389661237272	IGF2;APOA1;IGF1;THBS1
negative regulation of apoptotic process (GO:0043066)	8/485	0.03667308238065307	0.5811886316412193	0	0	2.1147237642083003	6.99066823821557	PLK2;ALB;IGF2;IGF1;MPO;THBS1;LTF;VEGFA
positive regulation of reactive oxygen species metabolic process (GO:2000379)	2/39	0.03710614695649543	0.586231170027852	0	0	6.574621959237344	21.65662483191504	THBS1;AGT
negative regulation of protein catabolic process (GO:0042177)	2/39	0.03710614695649543	0.584421814564803	0	0	6.574621959237344	21.65662483191504	TIMP1;CDK5RAP3
inositol lipid-mediated signaling (GO:0048017)	2/39	0.03710614695649543	0.5826235935969114	0	0	6.574621959237344	21.65662483191504	PI4KA;IGF1
positive regulation of peptide hormone secretion (GO:0090277)	2/39	0.03710614695649543	0.5808364046594975	0	0	6.574621959237344	21.65662483191504	FGA;FGG
regulation of cell migration (GO:0030334)	6/316	0.03778410729998724	0.589640059791544	0	0	2.4342745861733204	7.974359071485662	SERPINB3;IGFBP5;IGF1;SEMA3F;THBS1;VEGFA
regulation of heart contraction (GO:0008016)	3/95	0.03828179120505231	0.5955853064615303	0	0	4.048582995951417	13.209639357496375	NPR1;NPPA;AGT
neuron migration (GO:0001764)	2/40	0.038863193627031264	0.6027929394490594	0	0	6.410256410256411	20.818638817446022	NRP1;VEGFA
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	4/163	0.03896927549427201	0.6026067055977881	0	0	3.1461381154632693	10.209160771355496	ECM1;PLK2;HMOX1;LTF
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	3/97	0.04032717847871271	0.62172082107816	0	0	3.965107057890563	12.730886730370193	CTSL;CTSV;CTSS
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	3/97	0.04032717847871271	0.6198481680026233	0	0	3.965107057890563	12.730886730370193	CTSL;CTSV;CTSS
positive regulation of receptor-mediated endocytosis (GO:0048260)	2/41	0.040651388972638584	0.6229550688509751	0	0	6.253908692933083	20.02953267356765	TF;VEGFA
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	3/98	0.04137028502580142	0.6320735463672594	0	0	3.924646781789639	12.500755136808632	CTSL;CTSV;CTSS
glycosaminoglycan biosynthetic process (GO:0006024)	3/99	0.04242693689326749	0.6462825640786388	0	0	3.8850038850038855	12.276502775361065	NDST2;GPC3;DCN
positive regulation of protein localization to nucleus (GO:1900182)	2/42	0.042470147030749555	0.6450153580295088	0	0	6.105006105006105	19.28543267809611	ZIC1;CDK5RAP3
ceramide metabolic process (GO:0006672)	2/42	0.042470147030749555	0.6431013658691839	0	0	6.105006105006105	19.28543267809611	ASAH1;ALOX12B
positive regulation of protein phosphorylation (GO:0001934)	7/412	0.043014337040324264	0.6494146802271441	0	0	2.1782424695046054	6.8532339417558665	C3;NRP1;IGF2;ALOX12B;IGF1;AGT;VEGFA
regulation of lipid metabolic process (GO:0019216)	3/100	0.04349708435891429	0.6547658450841877	0	0	3.8461538461538463	12.057928343714277	ME1;APOA1;AGT
branching morphogenesis of an epithelial tube (GO:0048754)	2/43	0.04431888899254007	0.6651743839086235	0	0	5.963029218843173	18.582852144992028	NRP1;VEGFA
cellular response to lipoteichoic acid (GO:0071223)	1/6	0.0459022343700219	0.6869181876546093	0	0	21.367521367521366	65.83849324818335	LBP
positive regulation of protein import into nucleus, translocation (GO:0033160)	1/6	0.0459022343700219	0.6849096549421689	0	0	21.367521367521366	65.83849324818335	IGF1
positive regulation of deacetylase activity (GO:0090045)	1/6	0.0459022343700219	0.682912833790734	0	0	21.367521367521366	65.83849324818335	VEGFA
regulation of hydrogen peroxide metabolic process (GO:0010310)	1/6	0.0459022343700219	0.6809276220645981	0	0	21.367521367521366	65.83849324818335	MMP3
cellular response to iron ion (GO:0071281)	1/6	0.0459022343700219	0.678953918812237	0	0	21.367521367521366	65.83849324818335	TF
lipoprotein metabolic process (GO:0042157)	1/6	0.0459022343700219	0.6769916242491959	0	0	21.367521367521366	65.83849324818335	APOA1
positive regulation of cardiac muscle contraction (GO:0060452)	1/6	0.0459022343700219	0.6750406397412732	0	0	21.367521367521366	65.83849324818335	NPPA
response to lipoteichoic acid (GO:0070391)	1/6	0.0459022343700219	0.6731008677879936	0	0	21.367521367521366	65.83849324818335	LBP
positive regulation of receptor binding (GO:1900122)	1/6	0.0459022343700219	0.6711722120063661	0	0	21.367521367521366	65.83849324818335	NRP1
regulation of NAD(P)H oxidase activity (GO:0033860)	1/6	0.0459022343700219	0.6692545771149193	0	0	21.367521367521366	65.83849324818335	AGT
positive regulation of activation of Janus kinase activity (GO:0010536)	1/6	0.0459022343700219	0.6673478689180108	0	0	21.367521367521366	65.83849324818335	AGT
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043)	1/6	0.0459022343700219	0.6654519942904028	0	0	21.367521367521366	65.83849324818335	THBS1
negative regulation of muscle cell apoptotic process (GO:0010656)	1/6	0.0459022343700219	0.6635668611621013	0	0	21.367521367521366	65.83849324818335	IGF1
positive regulation of fibroblast migration (GO:0010763)	1/6	0.0459022343700219	0.6616923785034513	0	0	21.367521367521366	65.83849324818335	THBS1
vascular smooth muscle cell development (GO:0097084)	1/6	0.0459022343700219	0.6598284563104838	0	0	21.367521367521366	65.83849324818335	VEGFA
retinal ganglion cell axon guidance (GO:0031290)	1/6	0.0459022343700219	0.6579750055905106	0	0	21.367521367521366	65.83849324818335	NRP1
positive regulation of oxidative stress-induced cell death (GO:1903209)	1/6	0.0459022343700219	0.6561319383479601	0	0	21.367521367521366	65.83849324818335	MMP3
venous blood vessel morphogenesis (GO:0048845)	1/6	0.0459022343700219	0.6542991675704519	0	0	21.367521367521366	65.83849324818335	VEGFA
regulation of histone deacetylase activity (GO:1901725)	1/6	0.0459022343700219	0.6524766072151024	0	0	21.367521367521366	65.83849324818335	VEGFA
positive regulation of osteoblast proliferation (GO:0033690)	1/6	0.0459022343700219	0.6506641721950605	0	0	21.367521367521366	65.83849324818335	LTF
negative regulation of interferon-gamma-mediated signaling pathway (GO:0060336)	1/6	0.0459022343700219	0.6488617783662652	0	0	21.367521367521366	65.83849324818335	ARG1
negative regulation of response to interferon-gamma (GO:0060331)	1/6	0.0459022343700219	0.6470693425144248	0	0	21.367521367521366	65.83849324818335	ARG1
sterol import (GO:0035376)	1/6	0.0459022343700219	0.6452867823422087	0	0	21.367521367521366	65.83849324818335	APOA1
long term synaptic depression (GO:0060292)	1/6	0.0459022343700219	0.6435140164566532	0	0	21.367521367521366	65.83849324818335	PLK2
snRNA transcription from RNA polymerase III promoter (GO:0042796)	1/6	0.0459022343700219	0.6417509643567719	0	0	21.367521367521366	65.83849324818335	ICE2
cholesterol import (GO:0070508)	1/6	0.0459022343700219	0.639997546421371	0	0	21.367521367521366	65.83849324818335	APOA1
regulation of osteoclast development (GO:2001204)	1/6	0.0459022343700219	0.638253683897062	0	0	21.367521367521366	65.83849324818335	LTF
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	2/44	0.04619704312259586	0.6406073669962138	0	0	5.827505827505828	17.91864501525672	PLK2;NUSAP1
unsaturated fatty acid metabolic process (GO:0033559)	2/44	0.04619704312259586	0.6388713036710207	0	0	5.827505827505828	17.91864501525672	GSTA1;ALOX12B
positive regulation of interleukin-8 production (GO:0032757)	2/44	0.04619704312259586	0.6371446244719099	0	0	5.827505827505828	17.91864501525672	LBP;ELANE
positive regulation of actin filament bundle assembly (GO:0032233)	2/44	0.04619704312259586	0.63542725351646	0	0	5.827505827505828	17.91864501525672	NRP1;APOA1
peptide metabolic process (GO:0006518)	3/104	0.0479115752011055	0.657238624331294	0	0	3.6982248520710064	11.236679549892783	GSTA4;GSTA2;GSTA1
protein polymerization (GO:0051258)	2/45	0.048104044651800036	0.6581097583328032	0	0	5.698005698005699	17.289965908892544	FGA;FGG
negative regulation of ossification (GO:0030279)	2/45	0.048104044651800036	0.656350106572555	0	0	5.698005698005699	17.289965908892544	ECM1;AHSG
aminoglycan biosynthetic process (GO:0006023)	2/46	0.05003933576456383	0.6809352810841846	0	0	5.574136008918618	16.69423560513367	NDST2;GPC3
antigen receptor-mediated signaling pathway (GO:0050851)	5/257	0.051195745226147886	0.6948188507687039	0	0	2.4942631946522997	7.41319677601905	IGHG3;IGHG4;IGHG1;IGKC;IGHA1
regulation of protein secretion (GO:0050708)	3/107	0.05136145879518203	0.6952188971666151	0	0	3.5945363048166787	10.67170099450329	FGA;FGG;IGF1
positive regulation of cell cycle process (GO:0090068)	3/107	0.05136145879518203	0.6933796937349574	0	0	3.5945363048166787	10.67170099450329	NUSAP1;IGF2;IGF1
positive regulation of tumor necrosis factor production (GO:0032760)	2/47	0.05200236547681386	0.7001796069345149	0	0	5.455537370430988	16.129111137461088	LBP;THBS1
cellular response to heat (GO:0034605)	2/47	0.05200236547681386	0.6983370290215293	0	0	5.455537370430988	16.129111137461088	HMOX1;THBS1
regulation of cytokine production (GO:0001817)	3/108	0.052537579309417874	0.7036726173647229	0	0	3.561253561253561	10.492259861377253	SFTPD;AGT;LTF
regulation of atrial cardiac muscle cell membrane repolarization (GO:0060372)	1/7	0.05334641212217211	0.7126354477995924	0	0	18.315018315018314	53.68037646866282	NPPA
positive regulation of insulin-like growth factor receptor signaling pathway (GO:0043568)	1/7	0.05334641212217211	0.7107747808340582	0	0	18.315018315018314	53.68037646866282	IGF1
substrate-dependent cell migration, cell extension (GO:0006930)	1/7	0.05334641212217211	0.7089238048423029	0	0	18.315018315018314	53.68037646866282	NRP1
positive regulation of urine volume (GO:0035810)	1/7	0.05334641212217211	0.7070824443102449	0	0	18.315018315018314	53.68037646866282	NPR1
positive regulation of keratinocyte proliferation (GO:0010838)	1/7	0.05334641212217211	0.7052506245063324	0	0	18.315018315018314	53.68037646866282	TGM1
regulation of high voltage-gated calcium channel activity (GO:1901841)	1/7	0.05334641212217211	0.7034282714714323	0	0	18.315018315018314	53.68037646866282	NPPA
negative regulation of membrane protein ectodomain proteolysis (GO:0051045)	1/7	0.05334641212217211	0.7016153120088771	0	0	18.315018315018314	53.68037646866282	TIMP1
smooth muscle cell migration (GO:0014909)	1/7	0.05334641212217211	0.699811673674664	0	0	18.315018315018314	53.68037646866282	PLAT
negative regulation of leukocyte migration (GO:0002686)	1/7	0.05334641212217211	0.6980172847678059	0	0	18.315018315018314	53.68037646866282	HMOX1
positive regulation of lipid transport (GO:0032370)	1/7	0.05334641212217211	0.6962320743208293	0	0	18.315018315018314	53.68037646866282	SPP1
positive regulation of triglyceride catabolic process (GO:0010898)	1/7	0.05334641212217211	0.6944559720904191	0	0	18.315018315018314	53.68037646866282	APOA1
positive regulation of calcineurin-NFAT signaling cascade (GO:0070886)	1/7	0.05334641212217211	0.6926889085482043	0	0	18.315018315018314	53.68037646866282	IGF1
regulation of extracellular matrix organization (GO:1903053)	1/7	0.05334641212217211	0.6909308148716861	0	0	18.315018315018314	53.68037646866282	AGT
thiamine-containing compound metabolic process (GO:0042723)	1/7	0.05334641212217211	0.689181622935302	0	0	18.315018315018314	53.68037646866282	ACPP
positive regulation of striated muscle contraction (GO:0045989)	1/7	0.05334641212217211	0.687441265301627	0	0	18.315018315018314	53.68037646866282	NPPA
positive regulation of neuroblast proliferation (GO:0002052)	1/7	0.05334641212217211	0.685709675212706	0	0	18.315018315018314	53.68037646866282	VEGFA
elastic fiber assembly (GO:0048251)	1/7	0.05334641212217211	0.6839867865815183	0	0	18.315018315018314	53.68037646866282	TNXB
positive regulation of cellular senescence (GO:2000774)	1/7	0.05334641212217211	0.6822725339835697	0	0	18.315018315018314	53.68037646866282	ARG2
positive regulation of protein kinase C signaling (GO:0090037)	1/7	0.05334641212217211	0.6805668526486107	0	0	18.315018315018314	53.68037646866282	VEGFA
regulation of tube diameter (GO:0035296)	1/7	0.05334641212217211	0.6788696784524796	0	0	18.315018315018314	53.68037646866282	NPR1
positive regulation of cell migration by vascular endothelial growth factor signaling pathway (GO:0038089)	1/7	0.05334641212217211	0.6771809479090654	0	0	18.315018315018314	53.68037646866282	VEGFA
positive regulation of apoptotic cell clearance (GO:2000427)	1/7	0.05334641212217211	0.6755005981623928	0	0	18.315018315018314	53.68037646866282	C3
regulation of NADP metabolic process (GO:1902031)	1/7	0.05334641212217211	0.6738285669788225	0	0	18.315018315018314	53.68037646866282	ME1
regulation of sterol transport (GO:0032371)	1/7	0.05334641212217211	0.6721647927393686	0	0	18.315018315018314	53.68037646866282	APOA1
regulation of activation of Janus kinase activity (GO:0010533)	1/7	0.05334641212217211	0.6705092144321289	0	0	18.315018315018314	53.68037646866282	AGT
positive regulation of membrane depolarization (GO:1904181)	1/7	0.05334641212217211	0.6688617716448263	0	0	18.315018315018314	53.68037646866282	DCN
tooth mineralization (GO:0034505)	1/7	0.05334641212217211	0.6672224045574615	0	0	18.315018315018314	53.68037646866282	FAM20C
positive regulation of macrophage chemotaxis (GO:0010759)	1/7	0.05334641212217211	0.6655910539350717	0	0	18.315018315018314	53.68037646866282	THBS1
negative regulation of calcium ion import (GO:0090281)	1/7	0.05334641212217211	0.6639676611205958	0	0	18.315018315018314	53.68037646866282	SEMG1
regulation of glycogen (starch) synthase activity (GO:2000465)	1/7	0.05334641212217211	0.662352168027845	0	0	18.315018315018314	53.68037646866282	IGF2
amino acid import across plasma membrane (GO:0089718)	1/7	0.05334641212217211	0.6607445171345735	0	0	18.315018315018314	53.68037646866282	SLC1A6
detection of molecule of bacterial origin (GO:0032490)	1/7	0.05334641212217211	0.659144651475652	0	0	18.315018315018314	53.68037646866282	LBP
heme catabolic process (GO:0042167)	1/7	0.05334641212217211	0.6575525146363389	0	0	18.315018315018314	53.68037646866282	HMOX1
regulation of systemic arterial blood pressure by renin-angiotensin (GO:0003081)	1/7	0.05334641212217211	0.6559680507456489	0	0	18.315018315018314	53.68037646866282	AGT
malate metabolic process (GO:0006108)	1/7	0.05334641212217211	0.654391204469818	0	0	18.315018315018314	53.68037646866282	ME1
negative regulation of protein kinase activity by regulation of protein phosphorylation (GO:0044387)	1/7	0.05334641212217211	0.6528219210058616	0	0	18.315018315018314	53.68037646866282	CDK5RAP3
porphyrin-containing compound catabolic process (GO:0006787)	1/7	0.05334641212217211	0.6512601460752255	0	0	18.315018315018314	53.68037646866282	HMOX1
positive regulation of macrophage migration (GO:1905523)	1/7	0.05334641212217211	0.6497058259175281	0	0	18.315018315018314	53.68037646866282	THBS1
positive regulation of chemotaxis (GO:0050921)	2/48	0.053992589565732135	0.6560099632236455	0	0	5.3418803418803416	15.592459786853722	THBS1;VEGFA
regulation of protein phosphorylation (GO:0001932)	5/261	0.054019993652064266	0.6547839135545938	0	0	2.4560369387955596	7.167700776423317	C3;IGFBP3;IGF2;CDK5RAP3;VEGFA
phosphate-containing compound metabolic process (GO:0006796)	4/183	0.05530695394866313	0.6687947535545686	0	0	2.8022978842650974	8.112250606237666	PI4KA;PLBD1;FAM20C;ACPP
protein heterooligomerization (GO:0051291)	2/49	0.056009470550630894	0.6756887191959088	0	0	5.2328623757195185	15.082336397541075	SEMG2;SEMG1
regulation of reactive oxygen species metabolic process (GO:2000377)	2/49	0.056009470550630894	0.6740951137261072	0	0	5.2328623757195185	15.082336397541075	THBS1;AGT
regulation of bone mineralization (GO:0030500)	2/50	0.05805247754891302	0.6970395127814191	0	0	5.128205128205129	14.5969635496469	ECM1;AHSG
regulation of blood vessel endothelial cell migration (GO:0043535)	2/50	0.05805247754891302	0.6954032697936693	0	0	5.128205128205129	14.5969635496469	THBS1;VEGFA
wound healing (GO:0042060)	2/50	0.05805247754891302	0.6937746907075014	0	0	5.128205128205129	14.5969635496469	SPRR3;HMOX1
negative regulation of cellular process (GO:0048523)	8/534	0.05828579469863309	0.6949355381942166	0	0	1.920676077979449	5.459323680016959	AZGP1;NPR1;FTH1;IGFBP3;APOA1;IGFBP7;PLG;IGFBP6
regulation of exocytosis (GO:0017157)	2/51	0.06012108625313481	0.7151466273886875	0	0	5.027652086475616	14.134714158762398	FGA;FGG
biomineral tissue development (GO:0031214)	1/8	0.06073287883778701	0.7207439086261096	0	0	16.025641025641026	44.89214849861595	FAM20C
phospholipid homeostasis (GO:0055091)	1/8	0.06073287883778701	0.7190716489773251	0	0	16.025641025641026	44.89214849861595	APOA1
cellular response to nitric oxide (GO:0071732)	1/8	0.06073287883778701	0.7174071312713591	0	0	16.025641025641026	44.89214849861595	MMP3
histidine metabolic process (GO:0006547)	1/8	0.06073287883778701	0.7157503018688848	0	0	16.025641025641026	44.89214849861595	HAL
positive regulation of cell aging (GO:0090343)	1/8	0.06073287883778701	0.7141011076249473	0	0	16.025641025641026	44.89214849861595	ARG2
regulation of calcium ion transmembrane transport via high voltage-gated calcium channel (GO:1902514)	1/8	0.06073287883778701	0.7124594958832807	0	0	16.025641025641026	44.89214849861595	NPPA
response to magnesium ion (GO:0032026)	1/8	0.06073287883778701	0.7108254144707045	0	0	16.025641025641026	44.89214849861595	THBS1
basement membrane organization (GO:0071711)	1/8	0.06073287883778701	0.7091988116915953	0	0	16.025641025641026	44.89214849861595	CTSS
negative regulation of anion transmembrane transport (GO:1903960)	1/8	0.06073287883778701	0.7075796363224364	0	0	16.025641025641026	44.89214849861595	THBS1
positive regulation of interleukin-8 biosynthetic process (GO:0045416)	1/8	0.06073287883778701	0.7059678376064399	0	0	16.025641025641026	44.89214849861595	ELANE
regulation of sensory perception (GO:0051931)	1/8	0.06073287883778701	0.7043633652482435	0	0	16.025641025641026	44.89214849861595	ACPP
positive regulation of transforming growth factor beta production (GO:0071636)	1/8	0.06073287883778701	0.7027661694086783	0	0	16.025641025641026	44.89214849861595	THBS1
cellular response to reactive nitrogen species (GO:1902170)	1/8	0.06073287883778701	0.7011762006996088	0	0	16.025641025641026	44.89214849861595	MMP3
regulation of smooth muscle cell apoptotic process (GO:0034391)	1/8	0.06073287883778701	0.6995934101788422	0	0	16.025641025641026	44.89214849861595	IGF1
imidazole-containing compound catabolic process (GO:0052805)	1/8	0.06073287883778701	0.6980177493451062	0	0	16.025641025641026	44.89214849861595	HAL
regulation of dendritic cell antigen processing and presentation (GO:0002604)	1/8	0.06073287883778701	0.6964491701330947	0	0	16.025641025641026	44.89214849861595	THBS1
regulation of cilium movement (GO:0003352)	1/8	0.06073287883778701	0.694887624908581	0	0	16.025641025641026	44.89214849861595	C21ORF59
positive regulation of lipoprotein lipase activity (GO:0051006)	1/8	0.06073287883778701	0.6933330664635954	0	0	16.025641025641026	44.89214849861595	APOA1
regulation of transcription from RNA polymerase II promoter in response to oxidative stress (GO:0043619)	1/8	0.06073287883778701	0.6917854480116677	0	0	16.025641025641026	44.89214849861595	HMOX1
regulation of striated muscle cell differentiation (GO:0051153)	1/8	0.06073287883778701	0.6902447231831339	0	0	16.025641025641026	44.89214849861595	RBM24
regulation of positive chemotaxis (GO:0050926)	1/8	0.06073287883778701	0.6887108460205047	0	0	16.025641025641026	44.89214849861595	VEGFA
genetic imprinting (GO:0071514)	1/8	0.06073287883778701	0.687183770973896	0	0	16.025641025641026	44.89214849861595	IGF2
kinetochore assembly (GO:0051382)	1/8	0.06073287883778701	0.6856634528965202	0	0	16.025641025641026	44.89214849861595	MIS12
positive regulation of tumor necrosis factor biosynthetic process (GO:0042535)	1/8	0.06073287883778701	0.6841498470402365	0	0	16.025641025641026	44.89214849861595	THBS1
histidine catabolic process (GO:0006548)	1/8	0.06073287883778701	0.6826429090511611	0	0	16.025641025641026	44.89214849861595	HAL
response to vitamin D (GO:0033280)	1/8	0.06073287883778701	0.6811425949653344	0	0	16.025641025641026	44.89214849861595	SPP1
protein localization to endosome (GO:0036010)	1/8	0.06073287883778701	0.6796488612044455	0	0	16.025641025641026	44.89214849861595	NRP1
regulation of apoptotic cell clearance (GO:2000425)	1/8	0.06073287883778701	0.678161664571613	0	0	16.025641025641026	44.89214849861595	C3
positive regulation of ossification (GO:0045778)	2/52	0.062214778867426684	0.6931921758962409	0	0	4.930966469428008	13.69409617894365	IGF1;LTF
sphingolipid metabolic process (GO:0006665)	3/116	0.06240795190623848	0.6938295829575926	0	0	3.3156498673740056	9.197820216614657	ASAH1;GM2A;ALOX12B
