Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)	4/13	6.464958568914984E-6	1.7736926654394173E-4	0	0	30.76923076923077	367.66504474712264	KAT5;BRCA1;TP53;TP73
response to insulin (GO:0032868)	7/71	6.96753452538923E-6	1.9013544750300126E-4	0	0	9.859154929577464	117.0700617701193	KAT2B;HDAC5;PARP1;PRKDC;PPARG;SIRT1;FOXO1
cellular response to hypoxia (GO:0071456)	9/132	7.341813904621044E-6	1.9928338486851693E-4	0	0	6.8181818181818175	80.60403149930639	CREBBP;EPAS1;MYC;SUV39H1;EP300;ARNT;TP53;HIF1A;SIRT1
cellular response to transforming growth factor beta stimulus (GO:0071560)	8/100	7.36601339161234E-6	1.9888236157353318E-4	0	0	8.0	94.54907137530077	SMAD2;SMAD4;JUN;SMAD3;SRC;FOS;NR3C1;SIRT1
negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)	5/28	7.75242440134287E-6	2.0821379852659297E-4	0	0	17.857142857142858	210.13401674177032	HDAC1;BRCA1;SIRT1;PIAS2;SMARCA4
intrinsic apoptotic signaling pathway (GO:0097193)	8/101	7.93180929262405E-6	2.1191634984429596E-4	0	0	7.920792079207921	93.02676744856576	CDKN1A;CEBPB;DDIT3;E2F1;BRCA1;TP53;HIC1;TP73
DNA damage response, signal transduction resulting in transcription (GO:0042772)	4/14	8.98018633910456E-6	2.3867651504401338E-4	0	0	28.57142857142857	332.0139978688107	KAT5;BRCA1;TP53;TP73
positive regulation of response to DNA damage stimulus (GO:2001022)	6/49	9.068384089326396E-6	2.397718342374746E-4	0	0	12.244897959183673	142.17203840389666	TRIM28;MYC;H2AFX;BRCA1;SIRT1;HIC1
cellular response to cadmium ion (GO:0071276)	5/29	9.291744507873701E-6	2.4441119702927575E-4	0	0	17.24137931034483	199.7652455061756	JUN;DAXX;SUMO1;MAPK1;FOS
regulation of macrophage derived foam cell differentiation (GO:0010743)	5/29	9.291744507873701E-6	2.4315780627527945E-4	0	0	17.24137931034483	199.7652455061756	NR1H2;NR1H3;PPARG;PPARA;NFKB1
positive regulation of myeloid cell differentiation (GO:0045639)	5/29	9.291744507873701E-6	2.4191720522285455E-4	0	0	17.24137931034483	199.7652455061756	STAT1;ARNT;ETS1;HIF1A;GATA1
regulation of blood vessel endothelial cell migration (GO:0043535)	6/50	1.0219798089852524E-5	2.6472908453054533E-4	0	0	12.0	137.8942047571006	SP1;PPARG;HMGB1;ETS1;SIRT1;HIF1A
transforming growth factor beta receptor signaling pathway (GO:0007179)	7/76	1.0981296088327086E-5	2.830179491855208E-4	0	0	9.210526315789473	105.1779205475334	SMAD2;JUN;SMAD4;SMAD3;SRC;FOS;SIRT1
negative regulation of stress-activated MAPK cascade (GO:0032873)	5/30	1.105992394212401E-5	2.8361201948069763E-4	0	0	16.666666666666664	190.2030406456007	HDAC3;NCOR1;MYC;FOXO1;MEN1
CENP-A containing nucleosome assembly (GO:0034080)	5/30	1.105992394212401E-5	2.8219395938329414E-4	0	0	16.666666666666664	190.2030406456007	HIST1H4A;RBBP4;RUVBL1;SMARCA5;RBBP7
CENP-A containing chromatin organization (GO:0061641)	5/30	1.105992394212401E-5	2.807900093366111E-4	0	0	16.666666666666664	190.2030406456007	HIST1H4A;RBBP4;RUVBL1;SMARCA5;RBBP7
telomere maintenance (GO:0000723)	6/51	1.1486707663805796E-5	2.901815307346583E-4	0	0	11.76470588235294	133.8155299580265	XRCC6;HIST1H4A;PARP1;PRKDC;XRCC5;HIST3H3
response to X-ray (GO:0010165)	4/15	1.2150001455530943E-5	3.05425898658002E-4	0	0	26.666666666666664	301.818167156825	XRCC6;XRCC5;TP53;TP73
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	7/78	1.3048671437076766E-5	3.26408678153935E-4	0	0	8.974358974358974	100.93303800610603	CREBBP;NOTCH1;EPAS1;EP300;ARNT;HIF1A;NFE2L2
response to cadmium ion (GO:0046686)	5/31	1.3080212433165224E-5	3.256015807143519E-4	0	0	16.129032258064516	181.36145114515205	JUN;DAXX;SUMO1;MAPK1;FOS
monocarboxylic acid transport (GO:0015718)	6/53	1.4401635277172379E-5	3.567550719388867E-4	0	0	11.320754716981131	126.20568449337874	NCOA1;NCOA2;RXRA;NR1H4;PPARA;PPARD
chromatin remodeling at centromere (GO:0031055)	5/32	1.5377155419858243E-5	3.790803096982445E-4	0	0	15.625	173.16605569043594	HIST1H4A;RBBP4;RUVBL1;SMARCA5;RBBP7
histone H2A acetylation (GO:0043968)	4/16	1.6073421914510297E-5	3.9433976937377905E-4	0	0	25.0	275.95858657075075	RUVBL2;ACTL6A;RUVBL1;EP400
mRNA transcription from RNA polymerase II promoter (GO:0042789)	4/16	1.6073421914510297E-5	3.924529762188806E-4	0	0	25.0	275.95858657075075	SRF;DDIT3;ARNT;HIF1A
negative regulation of lipid storage (GO:0010888)	4/16	1.6073421914510297E-5	3.905841525226002E-4	0	0	25.0	275.95858657075075	NR1H2;NR1H3;PPARG;PPARA
Notch signaling pathway (GO:0007219)	6/55	1.7886514398837515E-5	4.3258238377852056E-4	0	0	10.909090909090908	119.25232925012587	KAT2B;CREBBP;NOTCH1;STAT1;MYC;EP300
protein acetylation (GO:0006473)	5/33	1.7976601477623105E-5	4.327103648127863E-4	0	0	15.151515151515152	165.55211460006262	KAT2B;CREBBP;EP300;SIRT1;FOXO1
negative regulation of interferon-gamma-mediated signaling pathway (GO:0060336)	3/6	1.9269523068842994E-5	4.616543484521399E-4	0	0	50.0	542.8492912887295	NR1H2;NR1H3;PPARG
negative regulation of response to interferon-gamma (GO:0060331)	3/6	1.9269523068842994E-5	4.594970851416159E-4	0	0	50.0	542.8492912887295	NR1H2;NR1H3;PPARG
macrophage derived foam cell differentiation (GO:0010742)	3/6	1.9269523068842994E-5	4.5735988939677114E-4	0	0	50.0	542.8492912887295	STAT1;EP300;PPARG
white fat cell differentiation (GO:0050872)	3/6	1.9269523068842994E-5	4.5524248250141574E-4	0	0	50.0	542.8492912887295	CTBP1;PPARG;SIRT1
regulation of transforming growth factor beta2 production (GO:0032909)	3/6	1.9269523068842994E-5	4.5314459087698525E-4	0	0	50.0	542.8492912887295	SMAD4;SMAD3;HIF1A
foam cell differentiation (GO:0090077)	3/6	1.9269523068842994E-5	4.510659459647055E-4	0	0	50.0	542.8492912887295	STAT1;EP300;PPARG
cellular response to gamma radiation (GO:0071480)	4/17	2.0854898756677612E-5	4.859477093850496E-4	0	0	23.52941176470588	253.5981572931249	XRCC6;KDM1A;XRCC5;TP53
positive regulation of fatty acid metabolic process (GO:0045923)	4/17	2.0854898756677612E-5	4.8373885616057207E-4	0	0	23.52941176470588	253.5981572931249	NR1H2;NR1H3;PPARA;PPARGC1A
response to purine-containing compound (GO:0014074)	4/17	2.0854898756677612E-5	4.8154999255803555E-4	0	0	23.52941176470588	253.5981572931249	JUN;JUND;STAT1;JUNB
embryonic limb morphogenesis (GO:0030326)	5/34	2.0905707910418633E-5	4.805487723732716E-4	0	0	14.705882352941178	158.46306368409475	TFAP2A;HDAC2;CREBBP;HDAC1;CTNNB1
negative regulation of cellular metabolic process (GO:0031324)	5/34	2.0905707910418633E-5	4.783938451428982E-4	0	0	14.705882352941178	158.46306368409475	TFAP2A;PPARG;BRCA1;PPARA;NFKB1
cellular response to molecule of bacterial origin (GO:0071219)	7/84	2.126902670716105E-5	4.8453501467251263E-4	0	0	8.333333333333332	89.65215573956503	VDR;NR1H2;NR1I2;NR1H4;NR1H3;RELA;NFKB1
cholesterol homeostasis (GO:0042632)	6/58	2.4359542610034258E-5	5.52474426395577E-4	0	0	10.344827586206897	109.88882991279338	VDR;NR1H2;NR1I2;NR1H4;NR1H3;SIRT1
sterol homeostasis (GO:0055092)	6/58	2.4359542610034258E-5	5.500298492876319E-4	0	0	10.344827586206897	109.88882991279338	VDR;NR1H2;NR1I2;NR1H4;NR1H3;SIRT1
response to organophosphorus (GO:0046683)	4/18	2.6604042942935772E-5	5.980635732942787E-4	0	0	22.22222222222222	234.09883029755667	JUN;JUND;STAT1;JUNB
response to lipopolysaccharide (GO:0032496)	9/155	2.6685237533365166E-5	5.972577505822914E-4	0	0	5.806451612903226	61.150064788082844	JUN;JUND;VDR;NR1H2;NR1I2;NR1H4;NR1H3;JUNB;NFKB1
histone exchange (GO:0043486)	5/36	2.7868095991564833E-5	6.210082700653072E-4	0	0	13.88888888888889	145.66705605963563	HIST1H4A;RBBP4;RUVBL1;SMARCA5;RBBP7
centromere complex assembly (GO:0034508)	5/36	2.7868095991564833E-5	6.183082341085015E-4	0	0	13.88888888888889	145.66705605963563	HIST1H4A;RBBP4;RUVBL1;SMARCA5;RBBP7
proteasomal protein catabolic process (GO:0010498)	11/237	2.7928222203719083E-5	6.169598177730671E-4	0	0	4.641350210970464	48.66860808048823	DDB1;GSK3B;MTA1;KAT5;TBL1XR1;DDIT3;CTNNB1;TP53;SIRT1;PML;NFE2L2
epithelial to mesenchymal transition (GO:0001837)	5/37	3.19622618683464E-5	7.030319927334986E-4	0	0	13.513513513513514	139.8777657799969	GSK3B;NOTCH1;TRIM28;CTNNB1;HIF1A
regulation of DNA repair (GO:0006282)	5/37	3.19622618683464E-5	7.000146880436554E-4	0	0	13.513513513513514	139.8777657799969	TRIM28;H2AFX;BRCA1;SIRT1;PML
regulation of transcription factor import into nucleus (GO:0042990)	4/19	3.343535939158139E-5	7.291480298087172E-4	0	0	21.052631578947366	216.96624323269467	SMAD3;HDAC3;TRIM28;BCL3
intracellular estrogen receptor signaling pathway (GO:0030520)	4/19	3.343535939158139E-5	7.260452722350631E-4	0	0	21.052631578947366	216.96624323269467	SRC;NCOA6;ARID1A;ESR1
protein heterotetramerization (GO:0051290)	4/19	3.343535939158139E-5	7.22968809217118E-4	0	0	21.052631578947366	216.96624323269467	XRCC6;HIST1H4A;HIST1H3A;HIST3H3
positive regulation of neuron apoptotic process (GO:0043525)	4/19	3.343535939158139E-5	7.199183079124043E-4	0	0	21.052631578947366	216.96624323269467	TFAP2A;DDIT3;CTNNB1;TP53
negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799)	3/7	3.3473033797170354E-5	7.177012246510938E-4	0	0	42.857142857142854	441.63301733858765	NCOR2;NCOR1;ESR1
chromatin-mediated maintenance of transcription (GO:0048096)	3/7	3.3473033797170354E-5	7.146982906567378E-4	0	0	42.857142857142854	441.63301733858765	SMARCD1;ARID1A;ARID1B
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	7/93	4.124241764738496E-5	8.769169052275228E-4	0	0	7.526881720430108	75.99172358797728	CREBBP;EPAS1;EP300;ARNT;HIF1A;ATF3;NFE2L2
ubiquitin-dependent protein catabolic process (GO:0006511)	13/341	4.1459172576805376E-5	8.778678741055512E-4	0	0	3.812316715542522	38.46933088208171	GSK3B;UBE2I;UHRF1;SIRT1;PML;DDB1;MTA1;KAT5;TBL1XR1;DDIT3;CTNNB1;TP53;NFE2L2
regulation of regulatory T cell differentiation (GO:0045589)	4/20	4.146798801190002E-5	8.74426210019528E-4	0	0	20.0	201.81177603192486	KAT2A;BCL6;NFATC2;RUNX1
regulation of cholesterol transport (GO:0032374)	4/20	4.146798801190002E-5	8.708277482499003E-4	0	0	20.0	201.81177603192486	NR1H2;NR1H3;PPARG;NFKB1
covalent chromatin modification (GO:0016569)	4/20	4.146798801190002E-5	8.672587820685484E-4	0	0	20.0	201.81177603192486	MBD3;HDAC1;MBD2;SIRT1
cellular response to decreased oxygen levels (GO:0036294)	6/64	4.293362606078043E-5	8.94246097094541E-4	0	0	9.375	94.27364263874526	EPAS1;SUV39H1;MYC;SIRT1;TP53;HIF1A
positive regulation of signal transduction (GO:0009967)	10/206	4.445809601313367E-5	9.22234406321224E-4	0	0	4.854368932038835	48.645453762432375	KAT2B;CREBBP;SMARCB1;NOTCH1;CSNK2A1;EP300;ARNT;HIF1A;SIRT1;SMARCA4
negative regulation of blood vessel morphogenesis (GO:2000181)	6/65	4.6909610793144606E-5	9.691487606373155E-4	0	0	9.230769230769232	92.00573522347294	ATF2;STAT1;CTNNB1;PPARG;PML;GTF2I
response to cAMP (GO:0051591)	5/40	4.7089537616019095E-5	9.689431873167154E-4	0	0	12.5	124.5432464113928	JUN;JUND;STAT1;AHR;JUNB
positive regulation of protein metabolic process (GO:0051247)	7/96	5.059661151459745E-5	0.001036925737184702	0	0	7.291666666666667	72.12643921895315	DDB1;GSK3B;CSNK2A1;UHRF1;NR1H2;NR1H3;FOXO1
stress-induced premature senescence (GO:0090400)	3/8	5.3162099096467675E-5	0.001085144766757098	0	0	37.5	369.08118144409735	CDKN1A;SIRT1;TP53
establishment of integrated proviral latency (GO:0075713)	3/8	5.3162099096467675E-5	0.001080821480833763	0	0	37.5	369.08118144409735	XRCC6;XRCC5;HMGA1
regulation of histone H4 acetylation (GO:0090239)	3/8	5.3162099096467675E-5	0.0010765325067034705	0	0	37.5	369.08118144409735	SMARCB1;SPI1;CTBP1
SMAD protein complex assembly (GO:0007183)	3/8	5.3162099096467675E-5	0.001072277437507014	0	0	37.5	369.08118144409735	SMAD2;SMAD4;SMAD3
negative regulation of centriole replication (GO:0046600)	3/8	5.3162099096467675E-5	0.0010680558727924193	0	0	37.5	369.08118144409735	KAT2B;KAT2A;BRCA1
regulation of lipid transport (GO:0032368)	3/8	5.3162099096467675E-5	0.001063867418389312	0	0	37.5	369.08118144409735	NCOR1;NR1H2;NR1H3
negative regulation of telomerase activity (GO:0051974)	3/8	5.3162099096467675E-5	0.0010597116862862287	0	0	37.5	369.08118144409735	SRC;TP53;MEN1
mesenchymal cell differentiation (GO:0048762)	5/41	5.3196992693441544E-5	0.001056281142858491	0	0	12.195121951219512	120.01839867723449	GSK3B;NOTCH1;TRIM28;CTNNB1;HIF1A
positive regulation of viral transcription (GO:0050434)	5/41	5.3196992693441544E-5	0.001052187029901675	0	0	12.195121951219512	120.01839867723449	JUN;SMARCB1;SP1;EP300;SMARCA4
positive regulation of endothelial cell proliferation (GO:0001938)	6/67	5.574512874237732E-5	0.0010983296987349478	0	0	8.955223880597014	87.71391517844746	NR4A1;SP1;ARNT;HMGB1;SIRT1;HIF1A
negative regulation of angiogenesis (GO:0016525)	6/69	6.586311768734704E-5	0.001292690344455892	0	0	8.695652173913043	83.72114733943684	ATF2;STAT1;CTNNB1;PPARG;PML;GTF2I
cellular response to interleukin-6 (GO:0071354)	4/23	7.4029424621569E-5	0.0014474028882906769	0	0	17.391304347826086	165.40952893517857	SMAD4;STAT1;RELA;NFKB1
myeloid cell differentiation (GO:0030099)	5/44	7.524121289207404E-5	0.0014654805701841747	0	0	11.363636363636363	107.8955844699096	HSPA9;NCOA6;ZBTB16;IKZF1;GATA1
positive regulation of protein sumoylation (GO:0033235)	3/9	7.91555905106562E-5	0.0015358592333683597	0	0	33.33333333333333	314.80317140949967	HDAC4;UBE2I;PIAS1
negative regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902894)	3/9	7.91555905106562E-5	0.001530041584757116	0	0	33.33333333333333	314.80317140949967	SRF;PPARA;PPARD
establishment of viral latency (GO:0019043)	3/9	7.91555905106562E-5	0.0015242678429278438	0	0	33.33333333333333	314.80317140949967	XRCC6;XRCC5;HMGA1
negative regulation of peptidyl-lysine acetylation (GO:2000757)	3/9	7.91555905106562E-5	0.001518537512691273	0	0	33.33333333333333	314.80317140949967	CTBP1;BRCA1;SIRT1
positive regulation of blood vessel endothelial cell migration (GO:0043536)	5/45	8.396387888701343E-5	0.001604747842548425	0	0	11.11111111111111	104.27915405392234	SP1;HMGB1;ETS1;HIF1A;SIRT1
positive regulation of macromolecule biosynthetic process (GO:0010557)	8/142	9.2903777645233E-5	0.0017689849900135225	0	0	5.633802816901408	52.303922531863336	HDAC2;HDAC1;MYC;BCL3;NR1H3;HIF1A;SIRT1;NFKB1
regulation of fibroblast proliferation (GO:0048145)	5/46	9.34439910541812E-5	0.0017726568265780175	0	0	10.869565217391305	100.84943834039102	CDKN1A;MYC;E2F1;CTNNB1;TP53
regulation of DNA metabolic process (GO:0051052)	5/46	9.34439910541812E-5	0.0017660914309240248	0	0	10.869565217391305	100.84943834039102	UHRF2;UHRF1;XRCC5;EHMT2;MYC
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	8/144	1.0244439134170952E-4	0.0019290543506152904	0	0	5.555555555555555	51.034391278335825	SMAD2;SMAD4;JUN;SMAD3;SRC;FOS;SIRT1;RUNX2
cellular response to heat (GO:0034605)	5/47	1.0372551199439694E-4	0.0019459973812772336	0	0	10.638297872340425	97.59321761364208	HSPA9;DAXX;SUMO1;HSPA4;RBBP7
negative regulation of phosphorylation (GO:0042326)	6/75	1.0527343594825417E-4	0.0019678034565712124	0	0	8.0	73.27159552677472	HDAC4;CDKN1A;PRKDC;PPARA;SIRT1;MEN1
nucleotide-excision repair (GO:0006289)	7/108	1.0701408354868131E-4	0.0019930396655070096	0	0	6.481481481481481	59.25726923286517	DDB1;UBE2I;SUMO1;PARP1;EP300;TP53;SIRT1
thyroid gland development (GO:0030878)	3/10	1.1224655254723089E-4	0.0020828878459946154	0	0	30.0	272.84438232262966	THRB;THRA;NKX2-1
regulation of DNA-templated transcription, initiation (GO:2000142)	3/10	1.1224655254723089E-4	0.002075341150900432	0	0	30.0	272.84438232262966	JUN;THRA;CTNNB1
regulation of transforming growth factor beta production (GO:0071634)	3/10	1.1224655254723089E-4	0.002067848944579492	0	0	30.0	272.84438232262966	SMAD4;SMAD3;HIF1A
peptidyl-lysine dimethylation (GO:0018027)	3/10	1.1224655254723089E-4	0.0020604106390234504	0	0	30.0	272.84438232262966	SUV39H1;EHMT2;SETD7
mitotic G1 DNA damage checkpoint (GO:0031571)	3/10	1.1224655254723089E-4	0.002053025654654191	0	0	30.0	272.84438232262966	PRKDC;TP53;TP73
DNA replication-dependent nucleosome assembly (GO:0006335)	3/10	1.1224655254723089E-4	0.0020456934201732832	0	0	30.0	272.84438232262966	HIST1H4A;HIST1H3A;RBBP4
negative regulation of centrosome duplication (GO:0010826)	3/10	1.1224655254723089E-4	0.002038413372414659	0	0	30.0	272.84438232262966	KAT2B;KAT2A;BRCA1
DNA replication-dependent nucleosome organization (GO:0034723)	3/10	1.1224655254723089E-4	0.0020311849562004228	0	0	30.0	272.84438232262966	HIST1H4A;HIST1H3A;RBBP4
hemopoiesis (GO:0030097)	6/76	1.1335566980135825E-4	0.0020440070070541737	0	0	7.894736842105263	71.72352759440994	KMT2A;NCOA6;ZBTB16;ASH2L;RUNX2;RUNX1
circulatory system development (GO:0072359)	7/109	1.1340232057807951E-4	0.002037648034894154	0	0	6.422018348623854	58.34126690146747	KAT2B;KAT2A;NOTCH1;NCOA6;SRF;RARA;GATA1
apoptotic process (GO:0006915)	10/231	1.1548285023541372E-4	0.0020677508236888287	0	0	4.329004329004329	39.248435159469096	DAXX;PARP1;MYC;PLAGL1;ZBTB16;DPF2;EP300;BRCA1;AHR;PPARD
apoptotic cell clearance (GO:0043277)	4/26	1.2208503690954434E-4	0.002178321480242674	0	0	15.384615384615385	138.62758049523993	NCOA3;RARA;NR1H3;HMGB1
endocrine system development (GO:0035270)	4/26	1.2208503690954434E-4	0.00217073150992824	0	0	15.384615384615385	138.62758049523993	SOX2;THRB;THRA;NKX2-1
protein heterooligomerization (GO:0051291)	5/49	1.268747654680824E-4	0.0022480622506375852	0	0	10.204081632653061	91.55418425201387	XRCC6;HIST1H4A;HIST1H3A;HIST3H3;IKZF1
heart development (GO:0007507)	8/149	1.2989454716143828E-4	0.0022936051009163306	0	0	5.369127516778523	48.04718181138768	KAT2B;KAT2A;NOTCH1;NCOA6;SRF;CHD7;RARA;GATA1
regulation of cellular response to heat (GO:1900034)	6/78	1.309957437581262E-4	0.002305073380681786	0	0	7.6923076923076925	68.77189019759177	GSK3B;HSP90AA1;CREBBP;EP300;MAPK1;SIRT1
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	6/79	1.4059568000422912E-4	0.002465497440074162	0	0	7.59493670886076	67.36422003411624	SMAD2;SMAD4;SMAD3;NKX2-1;SIRT1;MEN1
regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143)	4/27	1.4220084233688404E-4	0.0024851058165928745	0	0	14.814814814814813	131.23363136305034	CARM1;EP300;ESR1;RUNX1
negative regulation of organelle assembly (GO:1902116)	4/27	1.4220084233688404E-4	0.0024766242267751514	0	0	14.814814814814813	131.23363136305034	KAT2B;SMAD4;KAT2A;BRCA1
internal protein amino acid acetylation (GO:0006475)	3/11	1.5320271943439296E-4	0.002659161487325535	0	0	27.27272727272727	239.55677863467514	KAT2B;KAT2A;EP300
negative regulation of myotube differentiation (GO:0010832)	3/11	1.5320271943439296E-4	0.0026501473805888385	0	0	27.27272727272727	239.55677863467514	HDAC4;HDAC5;NOTCH1
negative regulation of JNK cascade (GO:0046329)	4/28	1.6460907121433117E-4	0.0028378381432659864	0	0	14.285714285714285	124.45624515116702	HDAC3;NCOR1;MEN1;TP73
triglyceride homeostasis (GO:0070328)	4/28	1.6460907121433117E-4	0.0028282831326825993	0	0	14.285714285714285	124.45624515116702	HNF4A;NR1H4;NR1H3;SIRT1
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	11/291	1.750240385191574E-4	0.0029971398273934908	0	0	3.7800687285223367	32.699814273396335	DDB1;GSK3B;MTA1;KAT5;TBL1XR1;DDIT3;CTNNB1;TP53;SIRT1;PML;NFE2L2
regulation of keratinocyte differentiation (GO:0045616)	4/29	1.8946001545207968E-4	0.003233493173417935	0	0	13.793103448275861	118.22527663390836	H2AFY;VDR;NCOA3;RUNX1
regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter (GO:1901836)	3/12	2.0276702349047898E-4	0.003449067069573047	0	0	25.0	212.5863226382943	SMARCB1;H2AFY;SMARCA4
negative regulation of protein oligomerization (GO:0032460)	3/12	2.0276702349047898E-4	0.003437608374989748	0	0	25.0	212.5863226382943	SRC;HIST3H3;EP300
positive regulation of keratinocyte differentiation (GO:0045618)	3/12	2.0276702349047898E-4	0.0034262255658010403	0	0	25.0	212.5863226382943	H2AFY;VDR;NCOA3
negative regulation of histone modification (GO:0031057)	3/12	2.0276702349047898E-4	0.003414917890666383	0	0	25.0	212.5863226382943	H2AFY;CTBP1;BRCA1
negative regulation of ATP metabolic process (GO:1903579)	3/12	2.0276702349047898E-4	0.0034036846081312963	0	0	25.0	212.5863226382943	HDAC4;PARP1;PPARA
PERK-mediated unfolded protein response (GO:0036499)	3/12	2.0276702349047898E-4	0.0033925249864652923	0	0	25.0	212.5863226382943	DDIT3;ATF3;NFE2L2
regulation of vascular endothelial cell proliferation (GO:1905562)	3/12	2.0276702349047898E-4	0.003381438303502987	0	0	25.0	212.5863226382943	SP1;PPARG;HMGB1
bile acid and bile salt transport (GO:0015721)	4/30	2.1690636844734666E-4	0.0036054501569602933	0	0	13.333333333333332	112.48059705797785	NCOA1;NCOA2;RXRA;NR1H4
negative regulation of transferase activity (GO:0051348)	4/30	2.1690636844734666E-4	0.0035937441499571754	0	0	13.333333333333332	112.48059705797785	GSK3B;SRC;TP53;MEN1
regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	4/30	2.1690636844734666E-4	0.0035821139099896765	0	0	13.333333333333332	112.48059705797785	CARM1;BRCA1;ESR1;RUNX1
negative regulation of blood vessel endothelial cell migration (GO:0043537)	4/31	2.4710303456243254E-4	0.004067634791522882	0	0	12.903225806451612	107.17038921727996	HDAC5;NOTCH1;PPARG;HMGB1
DNA replication-independent nucleosome organization (GO:0034724)	3/13	2.6165809515097364E-4	0.004293380255805204	0	0	23.076923076923077	190.34935123318442	HIST1H4A;RBBP4;H3F3A
chromatin assembly or disassembly (GO:0006333)	3/13	2.6165809515097364E-4	0.004279619421651982	0	0	23.076923076923077	190.34935123318442	RBBP4;MTA2;TP53
regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	3/13	2.6165809515097364E-4	0.004265946516151496	0	0	23.076923076923077	190.34935123318442	NCOR2;NCOR1;ESR1
positive regulation of cholesterol efflux (GO:0010875)	3/13	2.6165809515097364E-4	0.004252360699221078	0	0	23.076923076923077	190.34935123318442	NR1H2;NR1H3;SIRT1
regulation of neuron apoptotic process (GO:0043523)	6/89	2.7063132601330985E-4	0.004384227481415619	0	0	6.741573033707865	55.380357869069066	TFAP2A;DDIT3;CTNNB1;TP53;PPARGC1A;TP73
positive regulation of protein phosphorylation (GO:0001934)	13/412	2.7222092126394224E-4	0.00439602329496803	0	0	3.1553398058252426	25.901858237972387	DAXX;XRCC6;CDKN1A;SMAD4;HDAC3;XRCC5;SRC;HMGB1;GATA1;SIRT1;SOX2;MAPK1;TP53
regulation of inflammatory response (GO:0050727)	8/166	2.7228761974761463E-4	0.004383229411899297	0	0	4.819277108433735	39.55976686653571	BCL6;NR1H4;NR1H3;PPARG;PPARA;ETS1;RELA;PPARD
positive regulation of apoptotic process (GO:0043065)	11/307	2.774539011884262E-4	0.004452349867184085	0	0	3.5830618892508146	29.344760053625933	TFAP2A;JUN;BCL6;MYC;DDIT3;E2F1;CTNNB1;HMGB1;TP53;SIRT1;FOXO1
negative regulation of fat cell differentiation (GO:0045599)	4/32	2.802069439193893E-4	0.0044824327110365	0	0	12.5	102.24977677947209	SMAD3;E2F1;SIRT1;FOXO1
global genome nucleotide-excision repair (GO:0070911)	4/32	2.802069439193893E-4	0.004468425108814511	0	0	12.5	102.24977677947209	DDB1;UBE2I;SUMO1;PARP1
protein tetramerization (GO:0051262)	6/90	2.8757958825608007E-4	0.004571709155360675	0	0	6.666666666666666	54.36007271546711	XRCC6;HIST1H4A;RXRA;HIST1H3A;HIST3H3;TP53
lipid transport (GO:0006869)	6/91	3.05349958813985E-4	0.004839133042943371	0	0	6.593406593406593	53.3673760429218	NCOA1;NCOA2;RXRA;NR1H4;PPARA;PPARD
positive regulation of cellular protein metabolic process (GO:0032270)	6/91	3.05349958813985E-4	0.004824151206897107	0	0	6.593406593406593	53.3673760429218	HSP90AA1;HDAC2;UHRF1;NR1H2;BCL3;NR1H3
cellular response to lipopolysaccharide (GO:0071222)	6/91	3.05349958813985E-4	0.004809261851320264	0	0	6.593406593406593	53.3673760429218	VDR;NR1H2;NR1I2;NR1H4;NR1H3;NFKB1
positive regulation of Notch signaling pathway (GO:0045747)	4/33	3.16376872754873E-4	0.004967603635901898	0	0	12.121212121212121	97.6797141782019	KAT2B;CREBBP;NOTCH1;EP300
fatty acid transport (GO:0015908)	3/14	3.30570754905644E-4	0.005174547737065955	0	0	21.428571428571427	171.74335365322946	PPARG;PPARA;PPARD
regulation of response to interferon-gamma (GO:0060330)	3/14	3.30570754905644E-4	0.005158723432059637	0	0	21.428571428571427	171.74335365322946	SUMO1;STAT1;PIAS1
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	6/93	3.434688414948694E-4	0.005343663104110726	0	0	6.451612903225806	51.4607365116793	SOX2;CSNK2A1;SRC;MYC;HMGB1;SIRT1
central nervous system development (GO:0007417)	9/217	3.4747189454101046E-4	0.0053895108749020555	0	0	4.147465437788019	33.03384376831377	THRA;NCOA6;SRC;ZBTB16;CHD7;NKX2-1;RARA;SMARCA1;BPTF
positive regulation of cell proliferation (GO:0008284)	13/424	3.582032187579648E-4	0.005539124319157255	0	0	3.0660377358490565	24.3272007245054	HDAC4;CDKN1A;HDAC2;NOTCH1;CSNK2A1;STAT1;HDAC1;ASH2L;SIRT1;RELA;MYC;RARA;E2F1
